"Adrien"|" Plagg, claws out!"
"Adrien"|" Uh?Plagg? Plagg!"
"Adrien"|" Great, but there's no time to talk cheese."
"Alec"|" Welcome to the finals of our KIDZ+ competition! When today, one lucky winner will be announced as our brand new KIDZ+ weather girl!"
"Alec"|" We started off with 5000 contestants. But with the help of our audience at home, we whittled our talent down to just these two amazing young ladies! So, let's welcome our fantastic finalists! To my right, Aurore Beauréal, and to my left, Mireille Caquet! Who will be the lucky winner? Vote now! Text 1 for Aurore and 2 for Mireille. And remember, standard text messaging rates apply."
"Alec"|" This is the moment we've been waiting for! The viewers at home have made their decision, and the new KIDZ+ weather girl is..."
"Alec"|" Mireille!"
"Alec"|"Man, she crushed you, eh? Better luck next time!"
"Alec"|" What's the big deal? You only lost by half a million votes!"
"Alya"|" Hey, I got a huge scoop for you. Guess who's on a photoshoot in the park?"
"Alya"|" As we speak!"
"Alya"|" The same thing as usual:\"I... uhhh... dahee... wha... ahh...\""
"Alya"|" And who's she?"
"Alya"|" Let me guess. Another \"you couldn't say no\" favor?"
"Alya"|" Look, no problem! I'll look after your little detail for you."
"Alya"|"You're just a pushover, Marinette. I have to babysit my sisters all the time, which makes me an expert in dealing with angels."
"Alya"|" I'm a mythical unicorn from the world of Reespa, disguised as a totally fabulous human girl! I grant magical wishes, but only to little monkeys who behave!"
"Alya"|" Okay, let's all go to the park!"
"Alya"|" Then what?"
"Alya"|" Let's just start with happen to be passing by and see if we can get to that smoothie."
"Alya"|" Um, we couldn't be more invisible."
"Alya"|" Yeah, I saw it too. Pretty normal, since we're in the same class. "
"Alya"|" Come on, small fry! I'll get you that balloon!"
"Alya"|" But what about Adrien?"
"Alya"|" Who, me?"
"Alya"|" Uh... Hah! You don't want me, I... uhh... I think I'm having an allergic reaction to this apple.I know jutht the perthon you need! Hold that thought! "
"Alya"|" They need an extra to pose with Adrien!"
"Alya"|" Go on! What are you waiting for?!"
"Alya"|" You take care of Prince Charming, and I'll take care of Miss Unicorn here. You don't know how to control her anyway."
"Alya"|" Trust me. Unicorns unite! Let's go to Rispa and find us some sad little village kids and grant those wishes! Yee-haw!"
"Alya"|" Lemonade, crunchy ice, hit it once, hit it twice, freeze!"
"Alya"|" It's... the big goblin king! He ate too much and split his shirt! Wahahaha! "
"Alya"|" Wanna hear a story? "
"Alya"|" Then the cyclops monster picked the princess up in his hand and said, \"Look into my eye!\"Then, gluck! She stuck a finger right in it! As soon as she took a bite of the cursed potato, the poor princess fell into a deep, deep sleep.Hurry up, Ladybug... "
"Alya"|" And after defeating the three-headed dragon with...Huh?...Taekwondo..."
"Alya"|" Princess kissed her Prince Charming and..."
"Alya"|" Uh, sure. Until they had a dozen or so little monkeys like you who drove them crazy!"
"Aurore"|" Hi!"
"Aurore"|" "
"Aurore"|" Ughh... "
"Aurore"|"I should have won, I have the talent, the star looks, everything! But she took everything away from me. They took everything away from me! They"
"Aurore"|" Uh? Ah!"
"Aurore"|"Ngh! Ah! "
"Aurore"|" I should have won. Yes!"
"Aurore"|" Yes!"
"Aurore"|" Uh, what am I doing up here?"
"Cat Noir"|" Hey Ice Queen, what's with all the terrorizing? Why don't you pick on someone your own temperature?"
"Cat Noir"|" Listen. I'm feline more generous than usual today. So cool down and we'll call it quits, 'kay?"
"Cat Noir"|" Waaaaaahhh! "
"Cat Noir"|" Why thanks, my Ladybug, but I had it covered. "
"Cat Noir"|" You just won yourself a catfight!"
"Cat Noir"|" A little Cat Noir will take the wind out of her sails!"
"Cat Noir"|" You got a plan?"
"Cat Noir"|" Uhhhhh!"
"Cat Noir"|" Ow!"
"Cat Noir"|" Or she didn't pass her driving test!"
"Cat Noir"|" Already? But I look so good in a swimsuit. "
"Cat Noir"|"Hey! That girl reminds me of someone!"
"Cat Noir"|" Frosty the Snowgirl's getting away!Oh, do I hear a damsel in distress?"
"Cat Noir"|"No need to bug out. Just trust me!"
"Cat Noir"|" Duck!"
"Cat Noir"|" Heh-heh... "
"Cat Noir"|" Great. So, we're about to be obliterated, but... At least we'll be dry."
"Cat Noir"|" So what's the plan for getting the akuma back? My arm's starting to get a cramp!"
"Cat Noir"|" All right. Cataclysm?Hey, Coldilocks! Is that all you got?"
"Civilian"|" Where's Mireille?"
"Civilian"|" Here's another one!"
"Civilian"|" Run!"
"Civilians"|" Oh no! Ahh!"
"Firefighters"|" Yeah!"
"Hawk Moth"|"The vibrations are so strong, I can feel the eminent anger and sadness. The moment of weakness at my next victim... Such easy prey for my akuma. "
"Hawk Moth"|" So correct you are. You should have won. Yes..."
"Hawk Moth"|" Stormy Weather, I am Hawk Moth. I give you the power to seek revenge on them as my weather girl. All you have to do is bring me the Miraculous. Can you do that?"
"Hawk Moth"|" That's my weather girl. Show the world who the best weather girl really is!"
"Hawk Moth"|"You showed them all who the real winner is, my weather girl. But now is the time for you to fulfill your part of the agreement. And here's my plan."
"Hawk Moth"|" This is all going wonderfully according to plan. Soon their Miraculous will be mine. Bring them to me!"
"Hawk Moth"|" The time is now! Bring me the Miraculous!"
"Hawk Moth"|" Someday, your Miraculous will be all mine. I don't care how many enemies I need to throw out to win, but I will be victorious!"
"Ladybug"|" Why did I leave Manon? I should have never done that! No. Alya's right. She's in good hands. I must trust her.I'll get you out of there! Let's wire-cut this icy cake!"
"Ladybug"|" Or not? On to plan B!Don't worry, everything's gonna be okay!"
"Ladybug"|" She hasn't forgotten about you, Manon."
"Ladybug"|" Ah! Uhh... Marinette told me! She's coming right back, okay? "
"Ladybug"|" I thought cats always landed on their feet."
"Ladybug"|" Huh?No time for your childish charms, Cat Noir. But you're welcome."
"Ladybug"|"Gotcha!"
"Ladybug"|"Whoa, kitty kitty. You better think before you leap."
"Ladybug"|" Just follow my lead. "
"Ladybug"|" Hoaaah!"
"Ladybug"|" Huh? "
"Ladybug"|" Maybe she's got some anger issues!"
"Ladybug"|" The catsuit will do, thanks. At least now we know where to find her."
"Ladybug"|" It's her! The akuma must be in her parasol!"
"Ladybug"|" It's a recording!"
"Ladybug"|" Some of us don't have night vision... Whoa!"
"Ladybug"|" Okay, that's enough. I think I can manage to"
"Ladybug"|" follow your lead on this one."
"Ladybug"|" We're just "
"Ladybug"|" We're just getting started, Stormy! bath towel.) A bath towel? What am I supposed to do with this?"
"Ladybug"|" Just hold your whiskers."
"Ladybug"|"See that sign over there? Check it out!"
"Ladybug"|" Get out of here, you nasty bug. "
"Ladybug"|" No more evildoing for you, little akuma. Time to de-evilize!Gotcha!Bye-bye, little butterfly.Miraculous Ladybug!"
"Ladybug and Cat Noir"|" Ahhhhhh!"
"Ladybug and Cat Noir"|" Pound it!"
"Manon"|" But I wanna be a fashion designer too!"
"Manon"|" "
"Manon"|" I'm gonna vote for Mireille, she's the best!"
"Manon"|" Uh, who's she?"
"Manon"|" Who are you, anyway?"
"Manon"|"No, you're not! ...Are you?"
"Manon"|" Yay!"
"Manon"|"Marinette, I want a balloon with Mireille on it! Can I? Can I!? ...Marinette? MARINETTE!!!"
"Manon"|" Come on!"
"Manon"|"No! I wanna go with Marinette!"
"Manon"|" I want to go on the merry-go-round!"
"Manon"|" You promised! You aren't going to break your promise, are you?"
"Manon"|" Is that Boy your boyfriend?"
"Manon"|" No way! Marinette's my babysitter!"
"Manon"|" Yee-haw!"
"Manon"|" Where is Marinette?"
"Manon"|" How did you know my name?"
"Manon"|" Hey, no fair, you always win, uni!"
"Manon"|"What's that?"
"Manon"|" They lived happily ever after?"
"Manon"|" Marinette!"
"Manon"|" I know what your secret is!"
"Manon"|" Ladybug is your best friend! That's how you both always know what the other one's gonna do!"
"Manon"|" Can I have a lollipop? Can I? Can I? Can I?"
"Manon"|" Haha!"
"Marinette"|" Tikki, spots on! Yeah!"
"Marinette"|" Come on, Manon, give that back!"
"Marinette"|" Manon, please, it's not finished! You're gonna ruin it!"
"Marinette"|" Huh?Ah! Nnnngh..."
"Marinette"|" Hmmm... Huh? Ah! "
"Marinette"|" Hey, my phone!"
"Marinette"|" Ughhh... Why did I agree to do this again?"
"Marinette"|" Stay low, Tikki!"
"Marinette"|" Alya?"
"Marinette"|" Now? Adrien is in the park right now?"
"Marinette"|" Oh, gosh! What...what am I gonna say to him?"
"Marinette"|" Stop it."
"Marinette"|" Whoops! I forgot about this little detail."
"Marinette"|" This is Manon, one of my mom's friends' daughters. I'm watching her all afternoon.Oh no! I can't go out!"
"Marinette"|" No, I just couldn't... say... no..."
"Marinette"|" Thanks, but I'm responsible for her... Besides, I couldn't do that to you. She's... an absolute angel!Manon! Put that down! Ugh! Come back!"
"Marinette"|" Okay!"
"Marinette"|" Come on. We're gonna stroll over there real cool as if we just happened to be passing by."
"Marinette"|" Then? I'll invite him out for a fruit smoothie at the end of the photo shoot! Then, we'll get married! Live happily ever after in a beautiful house and have two kids? No, three. And a dog! Maybe a cat? Nah, forget the cat. A hamster! I love hamsters!"
"Marinette"|" "
"Marinette"|" Remember, cool! Just be cool..."
"Marinette"|" Okay, let's start over. "
"Marinette"|" Did you see that? He waved at me!"
"Marinette"|" Ah!"
"Marinette"|" Hmmm...I'll deal with it. I am her babysitter."
"Marinette"|" Come on, let's go back."
"Marinette"|" No, no, no, no, not right now, I gotta get back to Adrien..."
"Marinette"|" Aw, please, please, not the baby doll eyes... You know I can't say no to the-"
"Marinette"|" Aw..."
"Marinette"|" What? Seriously?"
"Marinette"|" What?! No, I mean, yes? No!"
"Marinette"|" But, what about Manon?"
"Marinette"|" Huh? "
"Marinette"|"Time to transform!"
"Marinette"|" You don't think it's too late?"
"Marinette"|" Huh?"
"Marinette"|"W-w-what secret?"
"Marinette"|" Huhhh... Phew! "
"Marinette"|" No, Manon. I have something important to do. Alya, you'll watch her, yeah? I'm ready for the photoshoot!"
"Marinette"|" Ughhh... "
"Mireille"|" "
"Mireille"|" Somebody get me out of here! Help! Help!"
"Plagg"|" I'm not here! I'm sleeping!"
"Plagg"|"For your information, I can smell Camembert in my sleep. It's only one of my many talents."
"Stormy Weather"|" Hahahaha! I am Stormy Weather. The only weather girl who always gets the forecast right! And unfortunately for you, there's a freak icy front moving in right now! "
"Stormy Weather"|" Ugh... For all of you who voted for Mireille, I'd advise you to move indoors. It's going to get very blustery! Oh wait... too late."
"Stormy Weather"|" Ughhh!"
"Stormy Weather"|" My name is not Ice Queen! It's Stormy Weather!"
"Stormy Weather"|" We should be expecting lightning storms like right NOW! "
"Stormy Weather"|" Black ice! "
"Stormy Weather"|" Ugh..."
"Stormy Weather"|" Not you again! "
"Stormy Weather"|"Prepare for the worst weather in history!"
"Stormy Weather"|"In Stormy Weather's world, it's Winter Wonderland FOREVER!"
"Stormy Weather"|" You airheads! You fell right into my trap! "
"Stormy Weather"|" There's no way out! Party's over, fools!"
"Stormy Weather"|" Hail! "
"Tikki"|" Don't worry. You know what? If you can handle Manon for a day, any villain here on out will be a piece of cake."
"Tikki"|" Hey, there's the photographer and Adrien waiting for you!"
"Tikki"|" Come on, Marinette. You saved Manon, and the whole world for that matter. Have some fun!"
"Vincent"|" Magnifico! Super! Come on now, I want to see hunger in your eyes!"
"Vincent"|"Bravo! That's it! Give me the smile when your mom brings in spaghetti! Okay! And now, Oh no! Mama dropped the spaghetti! And now, you have to eat the spaghetti off the floor! Oh yes, you're angry! Show me angry, yes, yes, yes!"
"Vincent"|" Ngh! Silenzio!"
"Vincent"|"No, no, no! The Boy has eaten too much spaghetti! Ugh, we need more energy! More romance! We need...a girl!You! I need an extra!"
"Vincent"|" Sì! To pose with Mr. Adrien!"
"Vincent"|" Wait. Who is that angel? "
"Vincent"|"Hohoho! Stupendous! Magnifico! Perfecto! ..."
